"code_tract","mean_age","mode_age","imputed"
"350120205000001",41.6153846153846,"idade_50a59",FALSE
"350120205000002",40.5704323570432,"idade_40a49",FALSE
"350120205000003",33.7103077121752,"idade_20a29",TRUE
"350120205000004",33.7103077121752,"idade_20a29",TRUE
"350120205000005",39.1037463976945,"idade_30a39",FALSE
"350120205000006",39.71484375,"idade_40a49",FALSE
"350120205000007",39.7643171806167,"idade_50a59",FALSE
"350120205000008",33.3686131386861,"idade_30a39",FALSE
"350120205000009",34.5107066381156,"idade_40a49",FALSE
"350120210000001",41.6706081081081,"idade_40a49",FALSE
"350120210000002",33.7103077121752,"idade_20a29",TRUE
"350120210000004",33.7103077121752,"idade_20a29",TRUE
"350130105000001",41.3520140105079,"idade_70",FALSE
"350130105000002",38.8729372937294,"idade_20a29",FALSE
"350130105000003",32.2989821882952,"idade_20a29",FALSE
"350130105000004",29.4171270718232,"idade_30a39",FALSE
"350130105000005",32.1884422110553,"idade_20a29",FALSE
"350130105000006",35.418043202033,"idade_20a29",FALSE
"350130105000007",33.5366317792579,"idade_40a49",FALSE
"350130105000008",30.612818261633,"idade_20a29",FALSE
"350130105000009",38.6300475059382,"idade_30a39",FALSE
"350130105000010",32.873786407767,"idade_30a39",FALSE
"350130105000011",33.5572715572716,"idade_20a29",FALSE
"350130105000012",34.0104633781764,"idade_40a49",FALSE
"350130105000013",28.8171077504726,"idade_0a9",FALSE
"350130105000014",30.1296851574213,"idade_20a29",FALSE
"350130105000015",29.5450721153846,"idade_20a29",FALSE
"350130105000016",30.213768115942,"idade_20a29",FALSE
"350130105000017",29.0593525179856,"idade_0a9",FALSE
"350130105000019",30.5055012224939,"idade_20a29",FALSE
"350130105000020",29.6390644753477,"idade_20a29",FALSE
"350130105000021",33.4611872146119,"idade_40a49",FALSE
"350130105000022",34.1042084168337,"idade_20a29",FALSE
"350130105000023",37.8866279069767,"idade_40a49",FALSE
"350130105000024",38.047619047619,"idade_20a29",FALSE
"350130105000025",34.00625,"idade_20a29",FALSE
"350130105000026",33.4222873900293,"idade_20a29",FALSE
"350130105000027",36.0660377358491,"idade_30a39",FALSE
"350130105000028",41.4833948339483,"idade_70",FALSE
"350130105000029",39.865329512894,"idade_60a69",FALSE
"350130105000030",39.6813186813187,"idade_50a59",FALSE
"350130105000031",39.2842105263158,"idade_40a49",FALSE
"350130110000001",34.2391732283465,"idade_20a29",FALSE
"350130110000002",39.0249221183801,"idade_40a49",FALSE
"350130110000003",41.3939393939394,"idade_40a49",FALSE
"350130110000004",40.75,"idade_50a59",FALSE
"350140005000001",35.8157894736842,"idade_20a29",FALSE
"350140005000002",35.5427631578947,"idade_20a29",FALSE
"350140005000003",32.3041543026706,"idade_20a29",FALSE
"350140005000004",25.7009803921569,"idade_0a9",FALSE
"350140005000005",26.8083941605839,"idade_0a9",FALSE
"350140005000006",24.9807692307692,"idade_30a39",FALSE
"350140005000007",30.3449720670391,"idade_20a29",FALSE
"350140005000008",36.2142857142857,"idade_0a9",FALSE
"350140005000009",29.8819444444444,"idade_10a14",FALSE
"350150905000001",33.6122650840752,"idade_30a39",FALSE
"350150905000002",32.2580275229358,"idade_20a29",FALSE
"350150905000003",32.9824159021407,"idade_20a29",FALSE
"350150905000004",29.9487179487179,"idade_0a9",FALSE
"350150905000005",33.9642857142857,"idade_30a39",FALSE
"350150905000007",27.6306306306306,"idade_20a29",FALSE
"350160805000001",40.9644970414201,"idade_30a39",FALSE
"350160805000002",39.0783926218709,"idade_30a39",FALSE
"350160805000003",41.5388888888889,"idade_50a59",FALSE
"350160805000004",40.8310810810811,"idade_50a59",FALSE
"350160805000005",39.5479143179256,"idade_40a49",FALSE
"350160805000006",40.8387096774194,"idade_40a49",FALSE
"350160805000007",40.521897810219,"idade_20a29",FALSE
"350160805000008",38.9674355495251,"idade_20a29",FALSE
"350160805000009",43.4364919354839,"idade_70",FALSE
"350160805000010",48.5987654320988,"idade_70",FALSE
"350160805000011",38.7522522522523,"idade_50a59",FALSE
"350160805000012",39.5637755102041,"idade_20a29",FALSE
"350160805000013",45.0852272727273,"idade_70",FALSE
"350160805000014",39.2268588770865,"idade_20a29",FALSE
"350160805000015",41.1344667697063,"idade_40a49",FALSE
"350160805000016",41.8782961460446,"idade_40a49",FALSE
"350160805000017",36.7390572390572,"idade_20a29",FALSE
"350160805000018",38.1264181523501,"idade_20a29",FALSE
